id,author,publisher,booktitle,language,mainImage,price,quantity,desc
4211,Sally Bedell Smith,2012,Elizabeth the Queen: The Life of a Modern Monarch,eng,https://images.gr-assets.com/books/1324343095m/12722468.jpg,30000,50,Ok
4212,"Jo Nesbø, Charlotte Barslund",2014,The Son,eng,https://images.gr-assets.com/books/1390177620m/19101283.jpg,30000,50,Ok
4213,"John Layman, Rob Guillory",2009,"Chew, Vol. 1: Taster's Choice",eng,https://images.gr-assets.com/books/1409985990m/6839093.jpg,30000,50,Ok
4214,Linda Sue Park,2001,A Single Shard,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4215,"Margaret Weis, Tracy Hickman",1986,"Time of the Twins (Dragonlance: Legends, #1)",eng,https://images.gr-assets.com/books/1390667790m/29187.jpg,30000,50,Ok
4216,Christopher Moore,2012,Sacré Bleu: A Comedy d'Art,en-CA,https://images.gr-assets.com/books/1331321350m/7743117.jpg,30000,50,Ok
4217,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",1972,Roadside Picnic,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4218,Meg Cabot,2008,"Queen of Babble Gets Hitched (Queen of Babble, #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4219,Elizabeth Gaskell,1853,Cranford,eng,https://images.gr-assets.com/books/1375746052m/182381.jpg,30000,50,Ok
4220,Don DeLillo,1997,Underworld,eng,https://images.gr-assets.com/books/1334304280m/11761.jpg,30000,50,Ok
4221,"Jack Kerouac, Aram Saroyan",1962,Big Sur,eng,https://images.gr-assets.com/books/1428984256m/50140.jpg,30000,50,Ok
4222,P.G. Wodehouse,1919,"My Man Jeeves (Jeeves, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4223,Melissa Marr,2010,"Radiant Shadows (Wicked Lovely, #4)",en-US,https://images.gr-assets.com/books/1258758145m/6368610.jpg,30000,50,Ok
4224,Kristen Ashley,2012,"Motorcycle Man (Dream Man, #4)",eng,https://images.gr-assets.com/books/1337615202m/13448656.jpg,30000,50,Ok
4225,Amanda Palmer,2014,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",eng,https://images.gr-assets.com/books/1408547261m/20980987.jpg,30000,50,Ok
4226,Veronica Rossi,2014,"Into the Still Blue (Under the Never Sky, #3)",eng,https://images.gr-assets.com/books/1417467183m/14288998.jpg,30000,50,Ok
4227,Ann Brashares,2007,The Last Summer (of You and Me),en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4228,"Garth Ennis, Steve Dillon",1997,"Preacher, Volume 2: Until the End of the World",eng,https://images.gr-assets.com/books/1309914965m/95406.jpg,30000,50,Ok
4229,"Chris   Smith, Christopher Lee, Richard Taylor",,The Lord of the Rings: Weapons and Warfare,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4230,D.J. MacHale,2003,"The Lost City of Faar (Pendragon, #2)",eng,https://images.gr-assets.com/books/1431400965m/215543.jpg,30000,50,Ok
4231,Elizabeth  George,1988,"A Great Deliverance (Inspector Lynley, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4232,"Arturo Pérez-Reverte, Sonia Soto",1993,The Club Dumas,eng,https://images.gr-assets.com/books/1327896341m/7194.jpg,30000,50,Ok
4233,Shannon Hale,2004,"Enna Burning (The Books of Bayern, #2)",eng,https://images.gr-assets.com/books/1388286936m/248482.jpg,30000,50,Ok
4234,Meg Cabot,2005,"Twilight (The Mediator, #6)",eng,https://images.gr-assets.com/books/1327959055m/93724.jpg,30000,50,Ok
4235,أحمد مراد,2014,1919,ara,https://images.gr-assets.com/books/1396549800m/21456940.jpg,30000,50,Ok
4236,"Beverly Cleary, Paul O. Zelinsky",1983,"Dear Mr. Henshaw (Leigh Botts, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4237,Ann Patchett,1997,The Magician's Assistant,eng,https://images.gr-assets.com/books/1327936126m/16055.jpg,30000,50,Ok
4238,Douglas Coupland,1991,Generation X: Tales for an Accelerated Culture,eng,https://images.gr-assets.com/books/1485623844m/3378.jpg,30000,50,Ok
4239,Viet Thanh Nguyen,2015,The Sympathizer,eng,https://images.gr-assets.com/books/1423543886m/23168277.jpg,30000,50,Ok
4240,Agatha Christie,1941,"Evil Under the Sun (Hercule Poirot, #23)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4241,Joanna Wylde,2013,"Reaper's Property (Reapers MC, #1)",eng,https://images.gr-assets.com/books/1360943604m/17375956.jpg,30000,50,Ok
4242,"Mary O'Hara, Dave Blossom",1941,"My Friend Flicka (Flicka, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4243,"Philippa Gregory, Mirjana Valent",2012,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",eng,https://images.gr-assets.com/books/1332688725m/12326644.jpg,30000,50,Ok
4244,"Henrik Ibsen, William Archer",1890,Hedda Gabler,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4245,Walt Disney Company,1940,Dumbo: A Little Golden Book,,https://images.gr-assets.com/books/1320426193m/1298205.jpg,30000,50,Ok
4246,Erika Johansen,2015,"The Invasion of the Tearling (The Queen of the Tearling, #2)",eng,https://images.gr-assets.com/books/1461864829m/22698568.jpg,30000,50,Ok
4247,"Jo Nesbø, Don Bartlett",2011,"Phantom (Harry Hole, #9)",,https://images.gr-assets.com/books/1333577303m/13256064.jpg,30000,50,Ok
4248,"P.C. Cast, Kristin Cast",,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),eng,https://images.gr-assets.com/books/1347018756m/8724779.jpg,30000,50,Ok
4249,Cecelia Ahern,2006,A Place Called Here,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4250,W. Somerset Maugham,1925,The Painted Veil,eng,https://images.gr-assets.com/books/1320421719m/99664.jpg,30000,50,Ok
4251,Anne Rice,2002,"Blackwood Farm (The Vampire Chronicles, #9)",eng,https://images.gr-assets.com/books/1327522790m/31337.jpg,30000,50,Ok
4252,Caroline Myss,1996,Anatomy of the Spirit: The Seven Stages of Power and Healing,en-US,https://images.gr-assets.com/books/1320424261m/832543.jpg,30000,50,Ok
4253,Alexander McCall Smith,2002,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",eng,https://images.gr-assets.com/books/1380393680m/7036.jpg,30000,50,Ok
4254,Beatriz Williams,2013,A Hundred Summers,eng,https://images.gr-assets.com/books/1366561825m/16158535.jpg,30000,50,Ok
4255,Sabaa Tahir,2016,"A Torch Against the Night (An Ember in the Ashes, #2)",eng,https://images.gr-assets.com/books/1463675717m/25558608.jpg,30000,50,Ok
4256,Gary D. Schmidt,2007,The Wednesday Wars,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4257,R.A. Salvatore,1992,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4258,Judy Schachner,2003,Skippyjon Jones,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4259,Nora Roberts,2011,Chasing Fire,eng,https://images.gr-assets.com/books/1302982596m/9410421.jpg,30000,50,Ok
4260,Brian Tracy,2001,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,en-US,https://images.gr-assets.com/books/1328854785m/95887.jpg,30000,50,Ok
4261,Sandra Boynton,1982,"Moo, Baa, La La La!",eng,https://images.gr-assets.com/books/1451996462m/4600.jpg,30000,50,Ok
4262,Wallace D. Wattles,1910,The Science of Getting Rich,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4263,James Rollins,2008,"The Last Oracle (Sigma Force, #5)",eng,https://images.gr-assets.com/books/1367511748m/2277444.jpg,30000,50,Ok
4264,"أحلام مستغانمي, Ahlam Mosteghanemi",1993,ذاكرة الجسد,ara,https://images.gr-assets.com/books/1291756684m/2501458.jpg,30000,50,Ok
4265,A. Manette Ansay,1994,Vinegar Hill,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4266,David Brin,1983,"Startide Rising (The Uplift Saga, #2)",en-US,https://images.gr-assets.com/books/1476445711m/234501.jpg,30000,50,Ok
4267,Shelly Crane,2011,"Significance (Significance, #1)",eng,https://images.gr-assets.com/books/1434591910m/16282066.jpg,30000,50,Ok
4268,Robert   Harris,2003,Pompeii,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4269,David Baldacci,2015,"The Guilty (Will Robie, #4)",eng,https://images.gr-assets.com/books/1435632658m/25066991.jpg,30000,50,Ok
4270,Bertrand Russell,1945,A History of Western Philosophy,en-US,https://images.gr-assets.com/books/1344399003m/243685.jpg,30000,50,Ok
4271,Lewis Carroll,1884,The Complete Stories and Poems,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4272,Nigella Lawson,1998,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4273,"Thomas Malory, Keith Baines, Robert Graves",1485,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,eng,https://images.gr-assets.com/books/1309288301m/672875.jpg,30000,50,Ok
4274,Cupcake Brown,2006,A Piece of Cake,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4275,Lloyd Alexander,1967,Taran Wanderer (The Chronicles of Prydain #4),eng,https://images.gr-assets.com/books/1406315774m/24782.jpg,30000,50,Ok
4276,"Douglas Preston, Lincoln Child",2004,"Brimstone (Pendergast, #5; Diogenes, #1)",en-GB,https://images.gr-assets.com/books/1369943498m/136637.jpg,30000,50,Ok
4277,Kate Douglas Wiggin,1903,Rebecca of Sunnybrook Farm,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4278,Lisa Kleypas,2006,"Devil in Winter (Wallflowers, #3)",en-US,https://images.gr-assets.com/books/1309220205m/114166.jpg,30000,50,Ok
4279,Susan Beth Pfeffer,2008,"The Dead and the Gone (Last Survivors, #2)",en-US,https://images.gr-assets.com/books/1266309782m/2169506.jpg,30000,50,Ok
4280,Ted Dekker,2004,"White: The Great Pursuit (The Circle, #3)",,https://images.gr-assets.com/books/1380858193m/125955.jpg,30000,50,Ok
4281,Gena Showalter,2010,The Darkest Passion (Lords of the Underworld #5),eng,https://images.gr-assets.com/books/1351278057m/6758331.jpg,30000,50,Ok
4282,Chuck Palahniuk,2009,Pygmy,eng,https://images.gr-assets.com/books/1320495043m/4601396.jpg,30000,50,Ok
4283,Lauren Weisberger,2013,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4284,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900,Selected Stories,eng,https://images.gr-assets.com/books/1491936310m/5693.jpg,30000,50,Ok
4285,S.C. Gwynne,2010,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4286,John le Carré,1979,Smiley's People,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4287,"Karen Kingsbury, Gary Smalley",2002,"Redemption (Redemption, #1)",eng,https://images.gr-assets.com/books/1406514548m/11433.jpg,30000,50,Ok
4288,Jennifer Donnelly,2003,A Northern Light,en-US,https://images.gr-assets.com/books/1376507768m/64481.jpg,30000,50,Ok
4289,"Tim LaHaye, Jerry B. Jenkins",1999,"Apollyon (Left Behind, #5)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4290,Dorothy L. Sayers,1923,"Whose Body?  (Lord Peter Wimsey, #1)",eng,https://images.gr-assets.com/books/1387573241m/192893.jpg,30000,50,Ok
4291,"Robert Sabuda, Lewis Carroll",2003,Alice's Adventures in Wonderland: A Pop-Up Adaptation,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4292,Ross King,2003,Michelangelo and the Pope's Ceiling,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4293,Kelley Armstrong,2002,"Stolen (Women of the Otherworld, #2)",eng,https://images.gr-assets.com/books/1300923278m/11922.jpg,30000,50,Ok
4294,David Baldacci,2004,"Hour Game (Sean King & Michelle Maxwell, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4295,Louise Penny,2007,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",en-GB,https://images.gr-assets.com/books/1327970261m/2277378.jpg,30000,50,Ok
4296,"Noel Streatfeild, Diane Goode",1936,"Ballet Shoes (Shoes, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4297,Harry Gregson-Williams,2006,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4298,"Ayn Rand, Leonard Peikoff",1936,We the Living,eng,https://images.gr-assets.com/books/1306188481m/668.jpg,30000,50,Ok
4299,Marie Rutkoski,2015,"The Winner's Crime (The Winner's Trilogy, #2)",eng,https://images.gr-assets.com/books/1411741455m/20443207.jpg,30000,50,Ok
4300,Carolyn Brown,2011,The Ladies' Room,eng,https://images.gr-assets.com/books/1453689241m/18282800.jpg,30000,50,Ok
4301,E.E. Cummings,1954,100 Selected Poems,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4302,Jen Lancaster,2008,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4303,Erin Hunter,2003,"Forest of Secrets (Warriors, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4304,Sarah Waters,2009,The Little Stranger,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4305,Patricia Briggs,2014,"Night Broken (Mercy Thompson, #8)",eng,https://images.gr-assets.com/books/1379437095m/17562900.jpg,30000,50,Ok
4306,Sara Raasch,2014,"Snow Like Ashes (Snow Like Ashes, #1)",eng,https://images.gr-assets.com/books/1392224823m/17399160.jpg,30000,50,Ok
4307,Matthew  Thomas,2014,We Are Not Ourselves,eng,https://images.gr-assets.com/books/1418103690m/17830123.jpg,30000,50,Ok
4308,Nora Roberts,2005,"Red Lily (In the Garden, #3)",en-US,https://images.gr-assets.com/books/1362364238m/59821.jpg,30000,50,Ok
4309,Mary Pipher,1994,Reviving Ophelia: Saving the Selves of Adolescent Girls,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4310,Bernard Cornwell,2006,"Lords of the North (The Saxon Stories, #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4311,Margaret Peterson Haddix,1999,"Just Ella (The Palace Chronicles, #1)",eng,https://images.gr-assets.com/books/1327897599m/162719.jpg,30000,50,Ok
4312,Raine Miller,2013,"Eyes Wide Open (The Blackstone Affair, #3)",eng,https://images.gr-assets.com/books/1360846127m/16122643.jpg,30000,50,Ok
4313,Lisa See,2014,China Dolls,eng,https://images.gr-assets.com/books/1405290827m/18404427.jpg,30000,50,Ok
4314,Kate Brian,2005,Megan Meade's Guide to the McGowan Boys,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4315,"Russell Hoban, Lillian Hoban",1964,Bread and Jam for Frances,eng,https://images.gr-assets.com/books/1384258893m/911579.jpg,30000,50,Ok
4316,Tom Robbins,1994,Half Asleep in Frog Pajamas,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4317,Gregory Maguire,2003,Mirror Mirror,eng,https://images.gr-assets.com/books/1407710336m/15858.jpg,30000,50,Ok
4318,Patrick Ness,2013,More Than This,eng,https://images.gr-assets.com/books/1398164413m/21969786.jpg,30000,50,Ok
4319,Cormac McCarthy,1973,Child of God,,https://images.gr-assets.com/books/1320509467m/293625.jpg,30000,50,Ok
4320,Francine Rivers,1995,"As Sure as the Dawn (Mark of the Lion, #3)",eng,https://images.gr-assets.com/books/1490993178m/95621.jpg,30000,50,Ok
4321,Max Barry,2013,Lexicon,eng,https://images.gr-assets.com/books/1356080172m/16158596.jpg,30000,50,Ok
4322,"Candace Bushnell, Donna Murphy",2008,One Fifth Avenue,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4323,"Cece Bell, David Lasky",2014,El Deafo,eng,https://images.gr-assets.com/books/1423770455m/20701984.jpg,30000,50,Ok
4324,Samantha Young,2013,"Down London Road (On Dublin Street, #2)",eng,https://images.gr-assets.com/books/1363128044m/16140408.jpg,30000,50,Ok
4325,"Robert Kirkman, Charlie Adlard",2005,"The Walking Dead, Vol. 03: Safety Behind Bars",eng,https://images.gr-assets.com/books/1345769167m/30069.jpg,30000,50,Ok
4326,Philip K. Dick,1974,"Flow My Tears, the Policeman Said",eng,https://images.gr-assets.com/books/1398026028m/22584.jpg,30000,50,Ok
4327,Francine Rivers,1998,The Last Sin Eater,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4328,Jude Deveraux,1989,A Knight in Shining Armor,eng,https://images.gr-assets.com/books/1330613623m/73385.jpg,30000,50,Ok
4329,Jonathan Maberry,2010,"Rot & Ruin (Rot & Ruin, #1)",eng,https://images.gr-assets.com/books/1264898635m/7157310.jpg,30000,50,Ok
4330,"Plato, G.M.A. Grube, John M. Cooper",-400,The Trial and Death of Socrates,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4331,Charles R. Cross,2001,Heavier Than Heaven: A Biography of Kurt Cobain,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4332,"Thucydides, Rex Warner, Moses I. Finley",-411,History of the Peloponnesian War,en-US,https://images.gr-assets.com/books/1422072332m/261243.jpg,30000,50,Ok
4333,"Stephen Crane, George Stade, Richard Fusco",1895,The Red Badge of Courage and Selected Short Fiction  ,en-US,https://images.gr-assets.com/books/1328753104m/2918374.jpg,30000,50,Ok
4334,Richard Kadrey,2009,"Sandman Slim (Sandman Slim, #1)",en-US,https://images.gr-assets.com/books/1311727590m/5776788.jpg,30000,50,Ok
4335,John Hart,2009,The Last Child,en-US,https://images.gr-assets.com/books/1312058481m/5556466.jpg,30000,50,Ok
4336,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",1962,Labyrinths:  Selected Stories and Other Writings,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4337,Anita Shreve,1999,Fortune's Rocks,,https://images.gr-assets.com/books/1344271150m/89399.jpg,30000,50,Ok
4338,Patricia Highsmith,1952,The Price of Salt,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4339,Colleen Houck,2011,"Tiger's Quest (The Tiger Saga, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
4340,Chloe Neill,2009,"Friday Night Bites (Chicagoland Vampires, #2)",en-US,https://images.gr-assets.com/books/1304024900m/6319978.jpg,30000,50,Ok
